d_sma,l1,l2,d_spring,l_spring,D_spring,N_spring,Dielectric,l_lever,I,Material,l_sma
0.00038,0.0005109863281250004,0.0005109863281250004,2.738037109375001e-05,1.2306787109375001e-05,6.208496093750002e-05,11.0,0.0005048828124999995,1.2207031249999999e-05,0.014753417968749996,,3.2324218750000004e-05
0.00051,0.0005120849609375005,0.0005120849609375005,2.761840820312501e-05,1.3527465820312502e-05,6.329345703125002e-05,12.0,0.0005053710937499994,1.3427734374999998e-05,0.015728759765624996,,3.3056640625000005e-05
,0.0005131835937500005,0.0005131835937500005,2.7856445312500012e-05,1.4748144531250002e-05,6.450195312500002e-05,13.0,0.0005058593749999994,1.4648437499999998e-05,0.016704101562499997,,3.3789062500000006e-05
,0.0005142822265625006,0.0005142822265625006,2.8094482421875013e-05,1.59688232421875e-05,6.571044921875003e-05,14.0,0.0005063476562499993,1.5869140624999997e-05,0.017679443359374998,,3.4521484375000006e-05
,0.0005153808593750006,0.0005153808593750006,2.8332519531250014e-05,1.7189501953125e-05,6.691894531250003e-05,15.0,0.0005068359374999993,1.7089843749999998e-05,0.01865478515625,,3.525390625000001e-05
,0.0005164794921875006,0.0005164794921875006,2.8570556640625015e-05,1.84101806640625e-05,6.812744140625003e-05,,0.0005073242187499992,1.8310546875e-05,0.019630126953125,,3.598632812500001e-05
,0.0005175781250000007,0.0005175781250000007,2.8808593750000015e-05,1.9630859375000002e-05,6.933593750000003e-05,,0.0005078124999999991,1.953125e-05,0.02060546875,,3.671875000000001e-05
,0.0005186767578125007,0.0005186767578125007,2.9046630859375016e-05,2.0851538085937502e-05,7.054443359375004e-05,,0.0005083007812499991,2.0751953125e-05,0.021580810546875002,,3.745117187500001e-05
,0.0005197753906250008,0.0005197753906250008,2.9284667968750017e-05,2.2072216796875003e-05,7.175292968750004e-05,,0.000508789062499999,2.1972656250000003e-05,0.022556152343750004,,3.818359375000001e-05
,0.0005208740234375008,0.0005208740234375008,2.9522705078125018e-05,2.3292895507812503e-05,7.296142578125004e-05,,0.000509277343749999,2.3193359375000004e-05,0.023531494140625005,,3.891601562500001e-05
,0.0005219726562500008,0.0005219726562500008,2.976074218750002e-05,2.4513574218750003e-05,7.416992187500004e-05,,0.0005097656249999989,2.4414062500000005e-05,0.024506835937500006,,3.964843750000001e-05
,0.0005230712890625009,0.0005230712890625009,2.999877929687502e-05,2.5734252929687504e-05,7.537841796875005e-05,,0.0005102539062499989,2.5634765625000006e-05,0.025482177734375007,,4.038085937500001e-05
,0.0005241699218750009,0.0005241699218750009,3.023681640625002e-05,2.6954931640625004e-05,7.658691406250005e-05,,0.0005107421874999988,2.6855468750000007e-05,0.026457519531250008,,4.111328125000001e-05
,0.000525268554687501,0.000525268554687501,3.047485351562502e-05,2.8175610351562504e-05,7.779541015625005e-05,,0.0005112304687499988,2.8076171875000008e-05,0.02743286132812501,,4.184570312500001e-05
,0.000526367187500001,0.000526367187500001,3.071289062500002e-05,2.9396289062500005e-05,7.900390625000005e-05,,0.0005117187499999987,2.929687500000001e-05,0.02840820312500001,,4.2578125000000013e-05
,0.000527465820312501,0.000527465820312501,3.095092773437502e-05,3.0616967773437505e-05,8.021240234375006e-05,,0.0005122070312499987,3.051757812500001e-05,0.02938354492187501,,4.3310546875000014e-05
,0.0005285644531250011,0.0005285644531250011,3.118896484375002e-05,3.1837646484375006e-05,8.142089843750006e-05,,0.0005126953124999986,3.173828125000001e-05,0.030358886718750012,,4.4042968750000015e-05
,0.0005296630859375011,0.0005296630859375011,3.142700195312502e-05,3.3058325195312506e-05,8.262939453125006e-05,,0.0005131835937499986,3.295898437500001e-05,0.031334228515625014,,4.4775390625000015e-05
,0.0005307617187500012,0.0005307617187500012,3.166503906250002e-05,3.4279003906250006e-05,8.383789062500006e-05,,0.0005136718749999985,3.417968750000001e-05,0.032309570312500015,,4.5507812500000016e-05
,0.0005318603515625012,0.0005318603515625012,3.1903076171875024e-05,3.549968261718751e-05,8.504638671875007e-05,,0.0005141601562499985,3.540039062500001e-05,0.033284912109375016,,4.624023437500002e-05
,0.0005329589843750013,0.0005329589843750013,3.2141113281250024e-05,3.672036132812501e-05,8.625488281250007e-05,,0.0005146484374999984,3.662109375000001e-05,0.03426025390625002,,4.697265625000002e-05
,0.0005340576171875013,0.0005340576171875013,3.2379150390625025e-05,3.794104003906251e-05,8.746337890625007e-05,,0.0005151367187499983,3.784179687500001e-05,0.03523559570312502,,4.770507812500002e-05
,0.0005351562500000013,0.0005351562500000013,3.2617187500000026e-05,3.916171875000001e-05,8.867187500000007e-05,,0.0005156249999999983,3.9062500000000014e-05,0.03621093750000002,,4.843750000000002e-05
,0.0005362548828125014,0.0005362548828125014,3.285522460937503e-05,4.038239746093751e-05,8.988037109375008e-05,,0.0005161132812499982,4.0283203125000015e-05,0.03718627929687502,,4.916992187500002e-05
,0.0005373535156250014,0.0005373535156250014,3.309326171875003e-05,4.160307617187501e-05,9.108886718750008e-05,,0.0005166015624999982,4.1503906250000017e-05,0.03816162109375002,,4.990234375000002e-05
,0.0005384521484375015,0.0005384521484375015,3.333129882812503e-05,4.282375488281251e-05,9.229736328125008e-05,,0.0005170898437499981,4.272460937500002e-05,0.03913696289062502,,5.063476562500002e-05
,0.0005395507812500015,0.0005395507812500015,3.356933593750003e-05,4.404443359375001e-05,9.350585937500008e-05,,0.0005175781249999981,4.394531250000002e-05,0.040112304687500024,,5.136718750000002e-05
,0.0005406494140625016,0.0005406494140625016,3.380737304687503e-05,4.526511230468751e-05,9.471435546875009e-05,,0.000518066406249998,4.516601562500002e-05,0.041087646484375025,,5.209960937500002e-05
,0.0005417480468750016,0.0005417480468750016,3.404541015625003e-05,4.648579101562501e-05,9.592285156250009e-05,,0.000518554687499998,4.638671875000002e-05,0.042062988281250026,,5.283203125000002e-05
,0.0005428466796875016,0.0005428466796875016,3.428344726562503e-05,4.770646972656251e-05,9.713134765625009e-05,,0.0005190429687499979,4.760742187500002e-05,0.04303833007812503,,5.356445312500002e-05
,0.0005439453125000017,0.0005439453125000017,3.452148437500003e-05,4.892714843750001e-05,9.833984375000009e-05,,0.0005195312499999979,4.882812500000002e-05,0.04401367187500003,,5.4296875000000024e-05
,0.0005450439453125017,0.0005450439453125017,3.4759521484375034e-05,5.014782714843751e-05,9.95483398437501e-05,,0.0005200195312499978,5.0048828125000024e-05,0.04498901367187503,,5.5029296875000024e-05
,0.0005461425781250018,0.0005461425781250018,3.4997558593750035e-05,5.136850585937501e-05,0.0001007568359375001,,0.0005205078124999978,5.1269531250000025e-05,0.04596435546875003,,5.5761718750000025e-05
,0.0005472412109375018,0.0005472412109375018,3.5235595703125036e-05,5.258918457031251e-05,0.0001019653320312501,,0.0005209960937499977,5.2490234375000026e-05,0.04693969726562503,,5.6494140625000026e-05
,0.0005483398437500018,0.0005483398437500018,3.547363281250004e-05,5.380986328125001e-05,0.0001031738281250001,,0.0005214843749999976,5.371093750000003e-05,0.04791503906250003,,5.7226562500000026e-05
,0.0005494384765625019,0.0005494384765625019,3.571166992187504e-05,5.503054199218751e-05,0.0001043823242187501,,0.0005219726562499976,5.493164062500003e-05,0.048890380859375034,,5.795898437500003e-05
,0.0005505371093750019,0.0005505371093750019,3.594970703125004e-05,5.625122070312501e-05,0.00010559082031250011,,0.0005224609374999975,5.615234375000003e-05,0.049865722656250035,,5.869140625000003e-05
,0.000551635742187502,0.000551635742187502,3.618774414062504e-05,5.7471899414062514e-05,0.00010679931640625011,,0.0005229492187499975,5.737304687500003e-05,0.050841064453125036,,5.942382812500003e-05
,0.000552734375000002,0.000552734375000002,3.642578125000004e-05,5.8692578125000014e-05,0.00010800781250000011,,0.0005234374999999974,5.859375000000003e-05,0.05181640625000004,,6.015625000000003e-05
,0.000553833007812502,0.000553833007812502,3.666381835937504e-05,5.9913256835937514e-05,0.00010921630859375011,,0.0005239257812499974,5.981445312500003e-05,0.05279174804687504,,6.088867187500003e-05
,0.0005549316406250021,0.0005549316406250021,3.690185546875004e-05,6.113393554687501e-05,0.00011042480468750012,,0.0005244140624999973,6.103515625000003e-05,0.05376708984375004,,6.162109375000003e-05
,0.0005560302734375021,0.0005560302734375021,3.713989257812504e-05,6.235461425781251e-05,0.00011163330078125012,,0.0005249023437499973,6.225585937500003e-05,0.05474243164062504,,6.235351562500003e-05
,0.0005571289062500022,0.0005571289062500022,3.7377929687500044e-05,6.357529296875001e-05,0.00011284179687500012,,0.0005253906249999972,6.347656250000003e-05,0.05571777343750004,,6.308593750000003e-05
,0.0005582275390625022,0.0005582275390625022,3.7615966796875045e-05,6.479597167968751e-05,0.00011405029296875012,,0.0005258789062499972,6.469726562500003e-05,0.05669311523437504,,6.381835937500003e-05
,0.0005593261718750023,0.0005593261718750023,3.7854003906250046e-05,6.601665039062501e-05,0.00011525878906250013,,0.0005263671874999971,6.591796875000003e-05,0.057668457031250044,,6.455078125000003e-05
,0.0005604248046875023,0.0005604248046875023,3.809204101562505e-05,6.723732910156251e-05,0.00011646728515625013,,0.000526855468749997,6.713867187500003e-05,0.058643798828125045,,6.528320312500003e-05
,0.0005615234375000023,0.0005615234375000023,3.833007812500005e-05,6.845800781250001e-05,0.00011767578125000013,,0.000527343749999997,6.835937500000003e-05,0.059619140625000046,,6.601562500000003e-05
,0.0005626220703125024,0.0005626220703125024,3.856811523437505e-05,6.967868652343751e-05,0.00011888427734375013,,0.0005278320312499969,6.958007812500003e-05,0.06059448242187505,,6.674804687500003e-05
,0.0005637207031250024,0.0005637207031250024,3.880615234375005e-05,7.089936523437501e-05,0.00012009277343750014,,0.0005283203124999969,7.080078125000004e-05,0.06156982421875005,,6.748046875000004e-05
,0.0005648193359375025,0.0005648193359375025,3.904418945312505e-05,7.212004394531251e-05,0.00012130126953125014,,0.0005288085937499968,7.202148437500004e-05,0.06254516601562504,,6.821289062500004e-05
,0.0005659179687500025,0.0005659179687500025,3.928222656250005e-05,7.334072265625001e-05,0.00012250976562500014,,0.0005292968749999968,7.324218750000004e-05,0.06352050781250004,,6.894531250000004e-05
,0.0005670166015625026,0.0005670166015625026,3.952026367187505e-05,7.456140136718751e-05,0.00012371826171875014,,0.0005297851562499967,7.446289062500004e-05,0.06449584960937504,,6.967773437500004e-05
,0.0005681152343750026,0.0005681152343750026,3.975830078125005e-05,7.578208007812501e-05,0.00012492675781250015,,0.0005302734374999967,7.568359375000004e-05,0.06547119140625005,,7.041015625000004e-05
,0.0005692138671875026,0.0005692138671875026,3.9996337890625054e-05,7.700275878906251e-05,0.00012613525390625015,,0.0005307617187499966,7.690429687500004e-05,0.06644653320312505,,7.114257812500004e-05
,0.0005703125000000027,0.0005703125000000027,4.0234375000000055e-05,7.822343750000001e-05,0.00012734375000000015,,0.0005312499999999966,7.812500000000004e-05,0.06742187500000005,,7.187500000000004e-05
,0.0005714111328125027,0.0005714111328125027,4.0472412109375056e-05,7.944411621093751e-05,0.00012855224609375015,,0.0005317382812499965,7.934570312500004e-05,0.06839721679687505,,7.260742187500004e-05
,0.0005725097656250028,0.0005725097656250028,4.0710449218750056e-05,8.066479492187501e-05,0.00012976074218750016,,0.0005322265624999965,8.056640625000004e-05,0.06937255859375005,,7.333984375000004e-05
,0.0005736083984375028,0.0005736083984375028,4.094848632812506e-05,8.188547363281251e-05,0.00013096923828125016,,0.0005327148437499964,8.178710937500005e-05,0.07034790039062505,,7.407226562500004e-05
,0.0005747070312500028,0.0005747070312500028,4.118652343750006e-05,8.310615234375001e-05,0.00013217773437500016,,0.0005332031249999964,8.300781250000005e-05,0.07132324218750005,,7.480468750000004e-05
,0.0005758056640625029,0.0005758056640625029,4.142456054687506e-05,8.432683105468752e-05,0.00013338623046875016,,0.0005336914062499963,8.422851562500005e-05,0.07229858398437505,,7.553710937500004e-05
,0.0005769042968750029,0.0005769042968750029,4.166259765625006e-05,8.554750976562502e-05,0.00013459472656250017,,0.0005341796874999962,8.544921875000005e-05,0.07327392578125005,,7.626953125000004e-05
,0.000578002929687503,0.000578002929687503,4.190063476562506e-05,8.676818847656252e-05,0.00013580322265625017,,0.0005346679687499962,8.666992187500005e-05,0.07424926757812506,,7.700195312500004e-05
,0.000579101562500003,0.000579101562500003,4.213867187500006e-05,8.798886718750002e-05,0.00013701171875000017,,0.0005351562499999961,8.789062500000005e-05,0.07522460937500006,,7.773437500000004e-05
,0.000580200195312503,0.000580200195312503,4.237670898437506e-05,8.920954589843752e-05,0.00013822021484375017,,0.0005356445312499961,8.911132812500005e-05,0.07619995117187506,,7.846679687500005e-05
,0.0005812988281250031,0.0005812988281250031,4.2614746093750064e-05,9.043022460937502e-05,0.00013942871093750018,,0.000536132812499996,9.033203125000005e-05,0.07717529296875006,,7.919921875000005e-05
,0.0005823974609375031,0.0005823974609375031,4.2852783203125064e-05,9.165090332031252e-05,0.00014063720703125018,,0.000536621093749996,9.155273437500005e-05,0.07815063476562506,,7.993164062500005e-05
,0.0005834960937500032,0.0005834960937500032,4.3090820312500065e-05,9.287158203125002e-05,0.00014184570312500018,,0.0005371093749999959,9.277343750000006e-05,0.07912597656250006,,8.066406250000005e-05
,0.0005845947265625032,0.0005845947265625032,4.3328857421875066e-05,9.409226074218752e-05,0.00014305419921875018,,0.0005375976562499959,9.399414062500006e-05,0.08010131835937506,,8.139648437500005e-05
,0.0005856933593750033,0.0005856933593750033,4.356689453125007e-05,9.531293945312502e-05,0.00014426269531250019,,0.0005380859374999958,9.521484375000006e-05,0.08107666015625006,,8.212890625000005e-05
,0.0005867919921875033,0.0005867919921875033,4.380493164062507e-05,9.653361816406252e-05,0.0001454711914062502,,0.0005385742187499958,9.643554687500006e-05,0.08205200195312506,,8.286132812500005e-05
,0.0005878906250000033,0.0005878906250000033,4.404296875000007e-05,9.775429687500002e-05,0.0001466796875000002,,0.0005390624999999957,9.765625000000006e-05,0.08302734375000007,,8.359375000000005e-05
,0.0005889892578125034,0.0005889892578125034,4.428100585937507e-05,9.897497558593752e-05,0.0001478881835937502,,0.0005395507812499957,9.887695312500006e-05,0.08400268554687507,,8.432617187500005e-05
,0.0005900878906250034,0.0005900878906250034,4.451904296875007e-05,0.00010019565429687502,0.0001490966796875002,,0.0005400390624999956,0.00010009765625000006,0.08497802734375007,,8.505859375000005e-05
,0.0005911865234375035,0.0005911865234375035,4.475708007812507e-05,0.00010141633300781252,0.0001503051757812502,,0.0005405273437499955,0.00010131835937500006,0.08595336914062507,,8.579101562500005e-05
,0.0005922851562500035,0.0005922851562500035,4.499511718750007e-05,0.00010263701171875002,0.0001515136718750002,,0.0005410156249999955,0.00010253906250000006,0.08692871093750007,,8.652343750000005e-05
,0.0005933837890625035,0.0005933837890625035,4.523315429687507e-05,0.00010385769042968752,0.0001527221679687502,,0.0005415039062499954,0.00010375976562500007,0.08790405273437507,,8.725585937500005e-05
,0.0005944824218750036,0.0005944824218750036,4.5471191406250074e-05,0.00010507836914062502,0.0001539306640625002,,0.0005419921874999954,0.00010498046875000007,0.08887939453125007,,8.798828125000005e-05
,0.0005955810546875036,0.0005955810546875036,4.5709228515625075e-05,0.00010629904785156252,0.0001551391601562502,,0.0005424804687499953,0.00010620117187500007,0.08985473632812507,,8.872070312500005e-05
,0.0005966796875000037,0.0005966796875000037,4.5947265625000076e-05,0.00010751972656250002,0.0001563476562500002,,0.0005429687499999953,0.00010742187500000007,0.09083007812500007,,8.945312500000006e-05
,0.0005977783203125037,0.0005977783203125037,4.618530273437508e-05,0.00010874040527343752,0.0001575561523437502,,0.0005434570312499952,0.00010864257812500007,0.09180541992187508,,9.018554687500006e-05
,0.0005988769531250038,0.0005988769531250038,4.642333984375008e-05,0.00010996108398437502,0.00015876464843750021,,0.0005439453124999952,0.00010986328125000007,0.09278076171875008,,9.091796875000006e-05
,0.0005999755859375038,0.0005999755859375038,4.666137695312508e-05,0.00011118176269531252,0.00015997314453125022,,0.0005444335937499951,0.00011108398437500007,0.09375610351562508,,9.165039062500006e-05
,0.0006010742187500038,0.0006010742187500038,4.689941406250008e-05,0.00011240244140625002,0.00016118164062500022,,0.0005449218749999951,0.00011230468750000007,0.09473144531250008,,9.238281250000006e-05
,0.0006021728515625039,0.0006021728515625039,4.713745117187508e-05,0.00011362312011718752,0.00016239013671875022,,0.000545410156249995,0.00011352539062500007,0.09570678710937508,,9.311523437500006e-05
,0.0006032714843750039,0.0006032714843750039,4.737548828125008e-05,0.00011484379882812502,0.00016359863281250022,,0.000545898437499995,0.00011474609375000007,0.09668212890625008,,9.384765625000006e-05
,0.000604370117187504,0.000604370117187504,4.761352539062508e-05,0.00011606447753906253,0.00016480712890625023,,0.0005463867187499949,0.00011596679687500008,0.09765747070312508,,9.458007812500006e-05
,0.000605468750000004,0.000605468750000004,4.785156250000008e-05,0.00011728515625000003,0.00016601562500000023,,0.0005468749999999948,0.00011718750000000008,0.09863281250000008,,9.531250000000006e-05
,0.000606567382812504,0.000606567382812504,4.8089599609375084e-05,0.00011850583496093753,0.00016722412109375023,,0.0005473632812499948,0.00011840820312500008,0.09960815429687508,,9.604492187500006e-05
,0.0006076660156250041,0.0006076660156250041,4.8327636718750085e-05,0.00011972651367187503,0.00016843261718750023,,0.0005478515624999947,0.00011962890625000008,0.10058349609375009,,9.677734375000006e-05
,0.0006087646484375041,0.0006087646484375041,4.8565673828125086e-05,0.00012094719238281253,0.00016964111328125024,,0.0005483398437499947,0.00012084960937500008,0.10155883789062509,,9.750976562500006e-05
,0.0006098632812500042,0.0006098632812500042,4.880371093750009e-05,0.00012216787109375,0.00017084960937500024,,0.0005488281249999946,0.00012207031250000008,0.10253417968750009,,9.824218750000006e-05
,0.0006109619140625042,0.0006109619140625042,4.904174804687509e-05,0.0001233885498046875,0.00017205810546875024,,0.0005493164062499946,0.00012329101562500008,0.10350952148437509,,9.897460937500006e-05
,0.0006120605468750043,0.0006120605468750043,4.927978515625009e-05,0.000124609228515625,0.00017326660156250024,,0.0005498046874999945,0.00012451171875000008,0.10448486328125009,,9.970703125000006e-05
,0.0006131591796875043,0.0006131591796875043,4.951782226562509e-05,0.00012582990722656247,0.00017447509765625025,,0.0005502929687499945,0.00012573242187500008,0.10546020507812509,,0.00010043945312500006
,0.0006142578125000043,0.0006142578125000043,4.975585937500009e-05,0.00012705058593749996,0.00017568359375000025,,0.0005507812499999944,0.00012695312500000009,0.10643554687500009,,0.00010117187500000007
,0.0006153564453125044,0.0006153564453125044,4.999389648437509e-05,0.00012827126464843745,0.00017689208984375025,,0.0005512695312499944,0.0001281738281250001,0.1074108886718751,,0.00010190429687500007
,0.0006164550781250044,0.0006164550781250044,5.023193359375009e-05,0.00012949194335937493,0.00017810058593750025,,0.0005517578124999943,0.0001293945312500001,0.1083862304687501,,0.00010263671875000007
,0.0006175537109375045,0.0006175537109375045,5.046997070312509e-05,0.00013071262207031242,0.00017930908203125026,,0.0005522460937499943,0.0001306152343750001,0.1093615722656251,,0.00010336914062500007
,0.0006186523437500045,0.0006186523437500045,5.0708007812500094e-05,0.0001319333007812499,0.00018051757812500026,,0.0005527343749999942,0.0001318359375000001,0.1103369140625001,,0.00010410156250000007
,0.0006197509765625045,0.0006197509765625045,5.0946044921875095e-05,0.0001331539794921874,0.00018172607421875026,,0.0005532226562499941,0.0001330566406250001,0.1113122558593751,,0.00010483398437500007
,0.0006208496093750046,0.0006208496093750046,5.1184082031250096e-05,0.00013437465820312488,0.00018293457031250026,,0.0005537109374999941,0.0001342773437500001,0.1122875976562501,,0.00010556640625000007
,0.0006219482421875046,0.0006219482421875046,5.1422119140625096e-05,0.00013559533691406237,0.00018414306640625027,,0.000554199218749994,0.0001354980468750001,0.1132629394531251,,0.00010629882812500007
,0.0006230468750000047,0.0006230468750000047,5.16601562500001e-05,0.00013681601562499986,0.00018535156250000027,,0.000554687499999994,0.0001367187500000001,0.1142382812500001,,0.00010703125000000007
,0.0006241455078125047,0.0006241455078125047,5.18981933593751e-05,0.00013803669433593734,0.00018656005859375027,,0.0005551757812499939,0.0001379394531250001,0.1152136230468751,,0.00010776367187500007
,0.0006252441406250048,0.0006252441406250048,5.21362304687501e-05,0.00013925737304687483,0.00018776855468750027,,0.0005556640624999939,0.0001391601562500001,0.1161889648437501,,0.00010849609375000007
,0.0006263427734375048,0.0006263427734375048,5.23742675781251e-05,0.00014047805175781232,0.00018897705078125027,,0.0005561523437499938,0.0001403808593750001,0.1171643066406251,,0.00010922851562500007
,0.0006274414062500048,0.0006274414062500048,5.26123046875001e-05,0.0001416987304687498,0.00019018554687500028,,0.0005566406249999938,0.0001416015625000001,0.1181396484375001,,0.00010996093750000007
,0.0006285400390625049,0.0006285400390625049,5.28503417968751e-05,0.0001429194091796873,0.00019139404296875028,,0.0005571289062499937,0.0001428222656250001,0.1191149902343751,,0.00011069335937500007
,0.0006296386718750049,0.0006296386718750049,5.30883789062501e-05,0.00014414008789062478,0.00019260253906250028,,0.0005576171874999937,0.0001440429687500001,0.12009033203125011,,0.00011142578125000007
,0.000630737304687505,0.000630737304687505,5.3326416015625104e-05,0.00014536076660156226,0.00019381103515625028,,0.0005581054687499936,0.0001452636718750001,0.12106567382812511,,0.00011215820312500008
,0.000631835937500005,0.000631835937500005,5.3564453125000104e-05,0.00014658144531249975,0.0001950195312500003,,0.0005585937499999936,0.0001464843750000001,0.12204101562500011,,0.00011289062500000008
,0.000632934570312505,0.000632934570312505,5.3802490234375105e-05,0.00014780212402343724,0.0001962280273437503,,0.0005590820312499935,0.0001477050781250001,0.12301635742187511,,0.00011362304687500008
,0.0006340332031250051,0.0006340332031250051,5.4040527343750106e-05,0.00014902280273437472,0.0001974365234375003,,0.0005595703124999934,0.0001489257812500001,0.12399169921875011,,0.00011435546875000008
,0.0006351318359375051,0.0006351318359375051,5.427856445312511e-05,0.0001502434814453122,0.0001986450195312503,,0.0005600585937499934,0.0001501464843750001,0.12496704101562511,,0.00011508789062500008
,0.0006362304687500052,0.0006362304687500052,5.451660156250011e-05,0.0001514641601562497,0.0001998535156250003,,0.0005605468749999933,0.0001513671875000001,0.12594238281250011,,0.00011582031250000008
,0.0006373291015625052,0.0006373291015625052,5.475463867187511e-05,0.00015268483886718718,0.0002010620117187503,,0.0005610351562499933,0.0001525878906250001,0.12691772460937512,,0.00011655273437500008
,0.0006384277343750053,0.0006384277343750053,5.499267578125011e-05,0.00015390551757812467,0.0002022705078125003,,0.0005615234374999932,0.0001538085937500001,0.12789306640625012,,0.00011728515625000008
,0.0006395263671875053,0.0006395263671875053,5.523071289062511e-05,0.00015512619628906216,0.0002034790039062503,,0.0005620117187499932,0.0001550292968750001,0.12886840820312512,,0.00011801757812500008
,0.0006406250000000053,0.0006406250000000053,5.546875000000011e-05,0.00015634687499999964,0.0002046875000000003,,0.0005624999999999931,0.0001562500000000001,0.12984375000000012,,0.00011875000000000008
,0.0006417236328125054,0.0006417236328125054,5.570678710937511e-05,0.00015756755371093713,0.0002058959960937503,,0.0005629882812499931,0.0001574707031250001,0.13081909179687512,,0.00011948242187500008
,0.0006428222656250054,0.0006428222656250054,5.594482421875011e-05,0.00015878823242187462,0.0002071044921875003,,0.000563476562499993,0.00015869140625000011,0.13179443359375012,,0.00012021484375000008
,0.0006439208984375055,0.0006439208984375055,5.6182861328125114e-05,0.0001600089111328121,0.00020831298828125031,,0.000563964843749993,0.00015991210937500011,0.13276977539062512,,0.00012094726562500008
,0.0006450195312500055,0.0006450195312500055,5.6420898437500115e-05,0.0001612295898437496,0.00020952148437500032,,0.0005644531249999929,0.00016113281250000012,0.13374511718750012,,0.00012167968750000008
,0.0006461181640625055,0.0006461181640625055,5.6658935546875116e-05,0.00016245026855468708,0.00021072998046875032,,0.0005649414062499929,0.00016235351562500012,0.13472045898437512,,0.00012241210937500007
,0.0006472167968750056,0.0006472167968750056,5.689697265625012e-05,0.00016367094726562457,0.00021193847656250032,,0.0005654296874999928,0.00016357421875000012,0.13569580078125013,,0.00012314453125000007
,0.0006483154296875056,0.0006483154296875056,5.713500976562512e-05,0.00016489162597656205,0.00021314697265625032,,0.0005659179687499928,0.00016479492187500012,0.13667114257812513,,0.00012387695312500007
,0.0006494140625000057,0.0006494140625000057,5.737304687500012e-05,0.00016611230468749954,0.00021435546875000033,,0.0005664062499999927,0.00016601562500000012,0.13764648437500013,,0.00012460937500000007
,0.0006505126953125057,0.0006505126953125057,5.761108398437512e-05,0.00016733298339843703,0.00021556396484375033,,0.0005668945312499926,0.00016723632812500012,0.13862182617187513,,0.00012534179687500007
,0.0006516113281250058,0.0006516113281250058,5.784912109375012e-05,0.0001685536621093745,0.00021677246093750033,,0.0005673828124999926,0.00016845703125000012,0.13959716796875013,,0.00012607421875000007
,0.0006527099609375058,0.0006527099609375058,5.808715820312512e-05,0.000169774340820312,0.00021798095703125033,,0.0005678710937499925,0.00016967773437500012,0.14057250976562513,,0.00012680664062500007
,0.0006538085937500058,0.0006538085937500058,5.832519531250012e-05,0.0001709950195312495,0.00021918945312500034,,0.0005683593749999925,0.00017089843750000012,0.14154785156250013,,0.00012753906250000008
,0.0006549072265625059,0.0006549072265625059,5.856323242187512e-05,0.00017221569824218697,0.00022039794921875034,,0.0005688476562499924,0.00017211914062500013,0.14252319335937513,,0.00012827148437500008
,0.0006560058593750059,0.0006560058593750059,5.8801269531250124e-05,0.00017343637695312446,0.00022160644531250034,,0.0005693359374999924,0.00017333984375000013,0.14349853515625013,,0.00012900390625000008
,0.000657104492187506,0.000657104492187506,5.9039306640625125e-05,0.00017465705566406195,0.00022281494140625034,,0.0005698242187499923,0.00017456054687500013,0.14447387695312514,,0.00012973632812500008
